adc_data,i_data,q_data
0xfff01140L,4095.00,276.00,
0xfff01140L,4095.00,276.00,
0xfff03670L,4095.00,871.00,
0xfff03670L,4095.00,871.00,
0xfff06970L,4095.00,1687.00,
0xfff06970L,4095.00,1687.00,
0xfff0b1e0L,4095.00,2846.00,
0xfff0b1e0L,4095.00,2846.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xe890fff0L,3721.00,4095.00,
0xe890fff0L,3721.00,4095.00,
0x8500fff0L,2128.00,4095.00,
0x8500fff0L,2128.00,4095.00,
0x1870fff0,391,4095,
0xc6a0fff0L,3178.00,4095.00,
0x5840fff0,1412,4095,
0x5840fff0,1412,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xd670,0,3431,
0xd670,0,3431,
0x5d50,0,1493,
0x5d50,0,1493,
0x0,0,0,
0x0,0,0,
0x40c00000,1036,0,
0xa5100000L,2641.00,0.00,
0xa5100000L,2641.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff029f0L,4095.00,671.00,
0xfff029f0L,4095.00,671.00,
0xfff06600L,4095.00,1632.00,
0xfff06600L,4095.00,1632.00,
0xfff0b310L,4095.00,2865.00,
0xfff0b310L,4095.00,2865.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xeb50fff0L,3765.00,4095.00,
0xeb50fff0L,3765.00,4095.00,
0x8950fff0L,2197.00,4095.00,
0x8950fff0L,2197.00,4095.00,
0x1a50fff0,421,4095,
0x1a50fff0,421,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x9ae0,0,2478,
0x9ae0,0,2478,
0x2170,0,535,
0x7350,0,1845,
0x7350,0,1845,
0x5d0,0,93,
0x5d0,0,93,
0x32a00000,810,0,
0x32a00000,810,0,
0x92f00000L,2351.00,0.00,
0x92f00000L,2351.00,0.00,
0xe8d00000L,3725.00,0.00,
0xe8d00000L,3725.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff00000L,4095.00,0.00,
0xfff01750L,4095.00,373.00,
0xfff01750L,4095.00,373.00,
0xfff04390L,4095.00,1081.00,
0xfff04390L,4095.00,1081.00,
0xfff084e0L,4095.00,2126.00,
0xfff084e0L,4095.00,2126.00,
0xfff0dc10L,4095.00,3521.00,
0xfff0dc10L,4095.00,3521.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xfff0fff0L,4095.00,4095.00,
0xaa60fff0L,2726.00,4095.00,
0xaa60fff0L,2726.00,4095.00,
0x4450fff0,1093,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xca80,0,3240,
0xca80,0,3240,
0x5c10,0,1473,
0x5c10,0,1473,
0x0,0,0,
0x0,0,0,
0x43b00000,1083,0,
0x43b00000,1083,0,
