#sample iq, sample i, sample q, rx_gain, rx_err, agc_st, adc_data, lna_sat, vga_sat
22650,22,122,0,0,0,0x587a,0,0,0,
58478,57,110,0,0,0,0xe46e,0,0,0,
92247,90,87,0,0,0,0x16857,0,0,0,
111672,109,56,0,0,0,0x1b438,0,0,0,
123925,121,21,0,0,0,0x1e415,0,0,0,
122859,119,-21,0,0,0,0x1dfeb,0,0,0,
112582,109,-58,0,0,0,0x1b7c6,0,0,0,
85927,83,-89,0,0,0,0x14fa7,0,0,0,
55185,53,-111,0,0,0,0xd791,0,0,0,
19332,18,-124,0,0,0,0x4b84,0,0,0,
1026946,-22,-126,0,0,0,0xfab82,0,0,0,
990094,-58,-114,0,0,0,0xf1b8e,0,0,0,
959393,-88,-95,0,0,0,0xea3a1,0,0,0,
934849,-112,-63,0,0,0,0xe43c1,0,0,0,
923622,-123,-26,0,0,0,0xe17e6,0,0,0,
921615,-124,15,0,0,0,0xe100f,0,0,0,
932916,-113,52,0,0,0,0xe3c34,0,0,0,
955476,-91,84,0,0,0,0xe9454,0,0,0,
984171,-63,107,0,0,0,0xf046b,0,0,0,
1022071,-26,119,0,0,0,0xf9877,0,0,0,
15481,15,121,0,0,0,0x3c79,0,0,0,
53358,52,110,0,0,0,0xd06e,0,0,0,
86106,84,90,0,0,0,0x1505a,0,0,0,
111677,109,61,0,0,0,0x1b43d,0,0,0,
123929,121,25,0,0,0,0x1e419,0,0,0,
125936,122,-16,0,0,0,0x1ebf0,0,0,0,
113611,110,-53,0,0,0,0x1bbcb,0,0,0,
93099,90,-85,0,0,0,0x16bab,0,0,0,
62354,60,-110,0,0,0,0xf392,0,0,0,
25477,24,-123,0,0,0,0x6385,0,0,0,
1032068,-17,-124,0,0,0,0xfbf84,0,0,0,
997262,-51,-114,0,0,0,0xf378e,0,0,0,
962465,-85,-95,0,0,0,0xeafa1,0,0,0,
937920,-109,-64,0,0,0,0xe4fc0,0,0,0,
924641,-122,-31,0,0,0,0xe1be1,0,0,0,
919561,-126,9,0,0,0,0xe0809,0,0,0,
929839,-116,47,0,0,0,0xe302f,0,0,0,
951377,-95,81,0,0,0,0xe8451,0,0,0,
981098,-66,106,0,0,0,0xef86a,0,0,0,
1016953,-31,121,0,0,0,0xf8479,0,0,0,
10362,10,122,0,0,0,0x287a,0,0,0,
46194,45,114,0,0,0,0xb472,0,0,0,
78942,77,94,0,0,0,0x1345e,0,0,0,
105537,103,65,0,0,0,0x19c41,0,0,0,
118816,116,32,0,0,0,0x1d020,0,0,0,
123894,120,-10,0,0,0,0x1e3f6,0,0,0,
115664,112,-48,0,0,0,0x1c3d0,0,0,0,
95153,92,-79,0,0,0,0x173b1,0,0,0,
67478,65,-106,0,0,0,0x10796,0,0,0,
32647,31,-121,0,0,0,0x7f87,0,0,0,
1040261,-9,-123,0,0,0,0xfdf85,0,0,0,
1001356,-47,-116,0,0,0,0xf478c,0,0,0,
966558,-81,-98,0,0,0,0xebf9e,0,0,0,
942009,-105,-71,0,0,0,0xe5fb9,0,0,0,
924634,-122,-38,0,0,0,0xe1bda,0,0,0,
921602,-124,2,0,0,0,0xe1002,0,0,0,
929834,-116,42,0,0,0,0xe302a,0,0,0,
948299,-98,75,0,0,0,0xe784b,0,0,0,
976996,-70,100,0,0,0,0xee864,0,0,0,
1010805,-37,117,0,0,0,0xf6c75,0,0,0,
2169,2,121,0,0,0,0x879,0,0,0,
42099,41,115,0,0,0,0xa473,0,0,0,
73827,72,99,0,0,0,0x12063,0,0,0,
101448,99,72,0,0,0,0x18c48,0,0,0,
118823,116,39,0,0,0,0x1d027,0,0,0,
125951,122,-1,0,0,0,0x1ebff,0,0,0,
119765,116,-43,0,0,0,0x1d3d5,0,0,0,
101300,98,-76,0,0,0,0x18bb4,0,0,0,
73625,71,-103,0,0,0,0x11f99,0,0,0,
37767,36,-121,0,0,0,0x9387,0,0,0,
1048450,-1,-126,0,0,0,0xfff82,0,0,0,
1008520,-40,-120,0,0,0,0xf6388,0,0,0,
972697,-75,-103,0,0,0,0xed799,0,0,0,
945076,-102,-76,0,0,0,0xe6bb4,0,0,0,
926677,-120,-43,0,0,0,0xe23d5,0,0,0,
920572,-126,-4,0,0,0,0xe0bfc,0,0,0,
