Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
0x027c;GPIO_FUNC83_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG83_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC83_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC83_IN_SEL;[5:0];x;R/W;;;;;
0x0280;GPIO_FUNC84_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG84_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC84_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC84_IN_SEL;[5:0];x;R/W;;;;;
0x0284;GPIO_FUNC85_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG85_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC85_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC85_IN_SEL;[5:0];x;R/W;;;;;
0x0288;GPIO_FUNC86_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG86_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC86_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC86_IN_SEL;[5:0];x;R/W;;;;;
0x028c;GPIO_FUNC87_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG87_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC87_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC87_IN_SEL;[5:0];x;R/W;;;;;
0x0290;GPIO_FUNC88_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG88_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC88_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC88_IN_SEL;[5:0];x;R/W;;;;;
0x0294;GPIO_FUNC89_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG89_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC89_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC89_IN_SEL;[5:0];x;R/W;;;;;
0x0298;GPIO_FUNC90_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG90_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC90_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC90_IN_SEL;[5:0];x;R/W;;;;;
0x029c;GPIO_FUNC91_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG91_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC91_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC91_IN_SEL;[5:0];x;R/W;;;;;
0x02a0;GPIO_FUNC92_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG92_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC92_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC92_IN_SEL;[5:0];x;R/W;;;;;
0x02a4;GPIO_FUNC93_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG93_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC93_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC93_IN_SEL;[5:0];x;R/W;;;;;
0x02a8;GPIO_FUNC94_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG94_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC94_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC94_IN_SEL;[5:0];x;R/W;;;;;
0x02ac;GPIO_FUNC95_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG95_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC95_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC95_IN_SEL;[5:0];x;R/W;;;;;
0x02b0;GPIO_FUNC96_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG96_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC96_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC96_IN_SEL;[5:0];x;R/W;;;;;
0x02b4;GPIO_FUNC97_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG97_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC97_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC97_IN_SEL;[5:0];x;R/W;;;;;
0x02b8;GPIO_FUNC98_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG98_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC98_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC98_IN_SEL;[5:0];x;R/W;;;;;
0x02bc;GPIO_FUNC99_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG99_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC99_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC99_IN_SEL;[5:0];x;R/W;;;;;
0x02c0;GPIO_FUNC100_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG100_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC100_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC100_IN_SEL;[5:0];x;R/W;;;;;
0x02c4;GPIO_FUNC101_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG101_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC101_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC101_IN_SEL;[5:0];x;R/W;;;;;
0x02c8;GPIO_FUNC102_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG102_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC102_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC102_IN_SEL;[5:0];x;R/W;;;;;
0x02cc;GPIO_FUNC103_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG103_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC103_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC103_IN_SEL;[5:0];x;R/W;;;;;
0x02d0;GPIO_FUNC104_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG104_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC104_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC104_IN_SEL;[5:0];x;R/W;;;;;
0x02d4;GPIO_FUNC105_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG105_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC105_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC105_IN_SEL;[5:0];x;R/W;;;;;
0x02d8;GPIO_FUNC106_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG106_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC106_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC106_IN_SEL;[5:0];x;R/W;;;;;
0x02dc;GPIO_FUNC107_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG107_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC107_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC107_IN_SEL;[5:0];x;R/W;;;;;
0x02e0;GPIO_FUNC108_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG108_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC108_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC108_IN_SEL;[5:0];x;R/W;;;;;
0x02e4;GPIO_FUNC109_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG109_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC109_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC109_IN_SEL;[5:0];x;R/W;;;;;
0x02e8;GPIO_FUNC110_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG110_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC110_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC110_IN_SEL;[5:0];x;R/W;;;;;
0x02ec;GPIO_FUNC111_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG111_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC111_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC111_IN_SEL;[5:0];x;R/W;;;;;
0x02f0;GPIO_FUNC112_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG112_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC112_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC112_IN_SEL;[5:0];x;R/W;;;;;
0x02f4;GPIO_FUNC113_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG113_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC113_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC113_IN_SEL;[5:0];x;R/W;;;;;
0x02f8;GPIO_FUNC114_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG114_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC114_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC114_IN_SEL;[5:0];x;R/W;;;;;
0x02fc;GPIO_FUNC115_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG115_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC115_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC115_IN_SEL;[5:0];x;R/W;;;;;
0x0300;GPIO_FUNC116_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG116_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC116_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC116_IN_SEL;[5:0];x;R/W;;;;;
0x0304;GPIO_FUNC117_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG117_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC117_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC117_IN_SEL;[5:0];x;R/W;;;;;
0x0308;GPIO_FUNC118_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG118_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC118_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC118_IN_SEL;[5:0];x;R/W;;;;;
0x030c;GPIO_FUNC119_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG119_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC119_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC119_IN_SEL;[5:0];x;R/W;;;;;
0x0310;GPIO_FUNC120_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG120_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC120_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC120_IN_SEL;[5:0];x;R/W;;;;;
0x0314;GPIO_FUNC121_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG121_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC121_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC121_IN_SEL;[5:0];x;R/W;;;;;
0x0318;GPIO_FUNC122_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG122_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC122_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC122_IN_SEL;[5:0];x;R/W;;;;;
0x031c;GPIO_FUNC123_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG123_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC123_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC123_IN_SEL;[5:0];x;R/W;;;;;
0x0320;GPIO_FUNC124_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG124_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC124_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC124_IN_SEL;[5:0];x;R/W;;;;;
0x0324;GPIO_FUNC125_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG125_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC125_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC125_IN_SEL;[5:0];x;R/W;;;;;
0x0328;GPIO_FUNC126_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG126_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC126_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC126_IN_SEL;[5:0];x;R/W;;;;;
0x032c;GPIO_FUNC127_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG127_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC127_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC127_IN_SEL;[5:0];x;R/W;;;;;
0x0330;GPIO_FUNC128_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG128_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC128_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC128_IN_SEL;[5:0];x;R/W;;;;;
0x0334;GPIO_FUNC129_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG129_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC129_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC129_IN_SEL;[5:0];x;R/W;;;;;
0x0338;GPIO_FUNC130_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG130_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC130_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC130_IN_SEL;[5:0];x;R/W;;;;;
0x033c;GPIO_FUNC131_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG131_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC131_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC131_IN_SEL;[5:0];x;R/W;;;;;
0x0340;GPIO_FUNC132_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG132_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC132_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC132_IN_SEL;[5:0];x;R/W;;;;;
0x0344;GPIO_FUNC133_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG133_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC133_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC133_IN_SEL;[5:0];x;R/W;;;;;
0x0348;GPIO_FUNC134_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG134_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC134_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC134_IN_SEL;[5:0];x;R/W;;;;;
0x034c;GPIO_FUNC135_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG135_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC135_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC135_IN_SEL;[5:0];x;R/W;;;;;
0x0350;GPIO_FUNC136_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG136_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC136_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC136_IN_SEL;[5:0];x;R/W;;;;;
0x0354;GPIO_FUNC137_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG137_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC137_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC137_IN_SEL;[5:0];x;R/W;;;;;
0x0358;GPIO_FUNC138_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG138_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC138_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC138_IN_SEL;[5:0];x;R/W;;;;;
0x035c;GPIO_FUNC139_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG139_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC139_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC139_IN_SEL;[5:0];x;R/W;;;;;
0x0360;GPIO_FUNC140_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG140_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC140_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC140_IN_SEL;[5:0];x;R/W;;;;;
0x0364;GPIO_FUNC141_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG141_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC141_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC141_IN_SEL;[5:0];x;R/W;;;;;
0x0368;GPIO_FUNC142_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG142_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC142_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC142_IN_SEL;[5:0];x;R/W;;;;;
0x036c;GPIO_FUNC143_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG143_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC143_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC143_IN_SEL;[5:0];x;R/W;;;;;
0x0370;GPIO_FUNC144_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG144_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC144_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC144_IN_SEL;[5:0];x;R/W;;;;;
0x0374;GPIO_FUNC145_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG145_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC145_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC145_IN_SEL;[5:0];x;R/W;;;;;
0x0378;GPIO_FUNC146_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG146_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC146_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC146_IN_SEL;[5:0];x;R/W;;;;;
0x037c;GPIO_FUNC147_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG147_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC147_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC147_IN_SEL;[5:0];x;R/W;;;;;
0x0380;GPIO_FUNC148_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG148_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC148_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC148_IN_SEL;[5:0];x;R/W;;;;;
0x0384;GPIO_FUNC149_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG149_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC149_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC149_IN_SEL;[5:0];x;R/W;;;;;
0x0388;GPIO_FUNC150_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG150_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC150_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC150_IN_SEL;[5:0];x;R/W;;;;;
0x038c;GPIO_FUNC151_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG151_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC151_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC151_IN_SEL;[5:0];x;R/W;;;;;
0x0390;GPIO_FUNC152_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG152_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC152_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC152_IN_SEL;[5:0];x;R/W;;;;;
0x0394;GPIO_FUNC153_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG153_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC153_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC153_IN_SEL;[5:0];x;R/W;;;;;
0x0398;GPIO_FUNC154_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG154_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC154_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC154_IN_SEL;[5:0];x;R/W;;;;;
0x039c;GPIO_FUNC155_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG155_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC155_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC155_IN_SEL;[5:0];x;R/W;;;;;
0x03a0;GPIO_FUNC156_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG156_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC156_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC156_IN_SEL;[5:0];x;R/W;;;;;
0x03a4;GPIO_FUNC157_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG157_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC157_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC157_IN_SEL;[5:0];x;R/W;;;;;
0x03a8;GPIO_FUNC158_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG158_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC158_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC158_IN_SEL;[5:0];x;R/W;;;;;
0x03ac;GPIO_FUNC159_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG159_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC159_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC159_IN_SEL;[5:0];x;R/W;;;;;
0x03b0;GPIO_FUNC160_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG160_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC160_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC160_IN_SEL;[5:0];x;R/W;;;;;
0x03b4;GPIO_FUNC161_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG161_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC161_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC161_IN_SEL;[5:0];x;R/W;;;;;
0x03b8;GPIO_FUNC162_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG162_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC162_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC162_IN_SEL;[5:0];x;R/W;;;;;
0x03bc;GPIO_FUNC163_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG163_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC163_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC163_IN_SEL;[5:0];x;R/W;;;;;
0x03c0;GPIO_FUNC164_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG164_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC164_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC164_IN_SEL;[5:0];x;R/W;;;;;
0x03c4;GPIO_FUNC165_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG165_IN_SEL;[7];x;R/W;;;;;
