Address;RegName;Clk;Rst;Port ; Public ; Signal;BitPos;Default;SW(R/W);Comment;HW(W);MCU(W);MISC;Description
;;;;;;GPIO_SIG0_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC0_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC0_IN_SEL;[5:0];x;R/W;;;;;
0x0134;GPIO_FUNC1_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG1_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC1_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC1_IN_SEL;[5:0];x;R/W;;;;;
0x0138;GPIO_FUNC2_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG2_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC2_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC2_IN_SEL;[5:0];x;R/W;;;;;
0x013c;GPIO_FUNC3_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG3_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC3_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC3_IN_SEL;[5:0];x;R/W;;;;;
0x0140;GPIO_FUNC4_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG4_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC4_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC4_IN_SEL;[5:0];x;R/W;;;;;
0x0144;GPIO_FUNC5_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG5_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC5_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC5_IN_SEL;[5:0];x;R/W;;;;;
0x0148;GPIO_FUNC6_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG6_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC6_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC6_IN_SEL;[5:0];x;R/W;;;;;
0x014c;GPIO_FUNC7_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG7_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC7_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC7_IN_SEL;[5:0];x;R/W;;;;;
0x0150;GPIO_FUNC8_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG8_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC8_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC8_IN_SEL;[5:0];x;R/W;;;;;
0x0154;GPIO_FUNC9_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG9_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC9_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC9_IN_SEL;[5:0];x;R/W;;;;;
0x0158;GPIO_FUNC10_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG10_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC10_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC10_IN_SEL;[5:0];x;R/W;;;;;
0x015c;GPIO_FUNC11_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG11_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC11_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC11_IN_SEL;[5:0];x;R/W;;;;;
0x0160;GPIO_FUNC12_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG12_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC12_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC12_IN_SEL;[5:0];x;R/W;;;;;
0x0164;GPIO_FUNC13_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG13_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC13_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC13_IN_SEL;[5:0];x;R/W;;;;;
0x0168;GPIO_FUNC14_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG14_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC14_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC14_IN_SEL;[5:0];x;R/W;;;;;
0x016c;GPIO_FUNC15_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG15_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC15_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC15_IN_SEL;[5:0];x;R/W;;;;;
0x0170;GPIO_FUNC16_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG16_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC16_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC16_IN_SEL;[5:0];x;R/W;;;;;
0x0174;GPIO_FUNC17_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG17_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC17_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC17_IN_SEL;[5:0];x;R/W;;;;;
0x0178;GPIO_FUNC18_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG18_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC18_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC18_IN_SEL;[5:0];x;R/W;;;;;
0x017c;GPIO_FUNC19_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG19_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC19_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC19_IN_SEL;[5:0];x;R/W;;;;;
0x0180;GPIO_FUNC20_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG20_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC20_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC20_IN_SEL;[5:0];x;R/W;;;;;
0x0184;GPIO_FUNC21_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG21_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC21_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC21_IN_SEL;[5:0];x;R/W;;;;;
0x0188;GPIO_FUNC22_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG22_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC22_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC22_IN_SEL;[5:0];x;R/W;;;;;
0x018c;GPIO_FUNC23_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG23_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC23_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC23_IN_SEL;[5:0];x;R/W;;;;;
0x0190;GPIO_FUNC24_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG24_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC24_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC24_IN_SEL;[5:0];x;R/W;;;;;
0x0194;GPIO_FUNC25_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG25_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC25_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC25_IN_SEL;[5:0];x;R/W;;;;;
0x0198;GPIO_FUNC26_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG26_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC26_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC26_IN_SEL;[5:0];x;R/W;;;;;
0x019c;GPIO_FUNC27_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG27_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC27_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC27_IN_SEL;[5:0];x;R/W;;;;;
0x01a0;GPIO_FUNC28_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG28_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC28_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC28_IN_SEL;[5:0];x;R/W;;;;;
0x01a4;GPIO_FUNC29_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG29_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC29_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC29_IN_SEL;[5:0];x;R/W;;;;;
0x01a8;GPIO_FUNC30_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG30_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC30_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC30_IN_SEL;[5:0];x;R/W;;;;;
0x01ac;GPIO_FUNC31_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG31_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC31_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC31_IN_SEL;[5:0];x;R/W;;;;;
0x01b0;GPIO_FUNC32_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG32_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC32_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC32_IN_SEL;[5:0];x;R/W;;;;;
0x01b4;GPIO_FUNC33_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG33_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC33_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC33_IN_SEL;[5:0];x;R/W;;;;;
0x01b8;GPIO_FUNC34_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG34_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC34_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC34_IN_SEL;[5:0];x;R/W;;;;;
0x01bc;GPIO_FUNC35_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG35_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC35_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC35_IN_SEL;[5:0];x;R/W;;;;;
0x01c0;GPIO_FUNC36_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG36_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC36_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC36_IN_SEL;[5:0];x;R/W;;;;;
0x01c4;GPIO_FUNC37_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG37_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC37_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC37_IN_SEL;[5:0];x;R/W;;;;;
0x01c8;GPIO_FUNC38_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG38_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC38_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC38_IN_SEL;[5:0];x;R/W;;;;;
0x01cc;GPIO_FUNC39_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG39_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC39_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC39_IN_SEL;[5:0];x;R/W;;;;;
0x01d0;GPIO_FUNC40_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG40_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC40_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC40_IN_SEL;[5:0];x;R/W;;;;;
0x01d4;GPIO_FUNC41_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG41_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC41_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC41_IN_SEL;[5:0];x;R/W;;;;;
0x01d8;GPIO_FUNC42_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG42_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC42_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC42_IN_SEL;[5:0];x;R/W;;;;;
0x01dc;GPIO_FUNC43_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG43_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC43_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC43_IN_SEL;[5:0];x;R/W;;;;;
0x01e0;GPIO_FUNC44_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG44_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC44_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC44_IN_SEL;[5:0];x;R/W;;;;;
0x01e4;GPIO_FUNC45_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG45_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC45_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC45_IN_SEL;[5:0];x;R/W;;;;;
0x01e8;GPIO_FUNC46_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG46_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC46_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC46_IN_SEL;[5:0];x;R/W;;;;;
0x01ec;GPIO_FUNC47_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG47_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC47_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC47_IN_SEL;[5:0];x;R/W;;;;;
0x01f0;GPIO_FUNC48_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG48_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC48_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC48_IN_SEL;[5:0];x;R/W;;;;;
0x01f4;GPIO_FUNC49_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG49_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC49_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC49_IN_SEL;[5:0];x;R/W;;;;;
0x01f8;GPIO_FUNC50_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG50_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC50_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC50_IN_SEL;[5:0];x;R/W;;;;;
0x01fc;GPIO_FUNC51_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG51_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC51_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC51_IN_SEL;[5:0];x;R/W;;;;;
0x0200;GPIO_FUNC52_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG52_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC52_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC52_IN_SEL;[5:0];x;R/W;;;;;
0x0204;GPIO_FUNC53_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG53_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC53_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC53_IN_SEL;[5:0];x;R/W;;;;;
0x0208;GPIO_FUNC54_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG54_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC54_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC54_IN_SEL;[5:0];x;R/W;;;;;
0x020c;GPIO_FUNC55_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG55_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC55_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC55_IN_SEL;[5:0];x;R/W;;;;;
0x0210;GPIO_FUNC56_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG56_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC56_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC56_IN_SEL;[5:0];x;R/W;;;;;
0x0214;GPIO_FUNC57_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG57_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC57_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC57_IN_SEL;[5:0];x;R/W;;;;;
0x0218;GPIO_FUNC58_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG58_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC58_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC58_IN_SEL;[5:0];x;R/W;;;;;
0x021c;GPIO_FUNC59_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG59_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC59_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC59_IN_SEL;[5:0];x;R/W;;;;;
0x0220;GPIO_FUNC60_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG60_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC60_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC60_IN_SEL;[5:0];x;R/W;;;;;
0x0224;GPIO_FUNC61_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG61_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC61_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC61_IN_SEL;[5:0];x;R/W;;;;;
0x0228;GPIO_FUNC62_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG62_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC62_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC62_IN_SEL;[5:0];x;R/W;;;;;
0x022c;GPIO_FUNC63_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG63_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC63_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC63_IN_SEL;[5:0];x;R/W;;;;;
0x0230;GPIO_FUNC64_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG64_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC64_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC64_IN_SEL;[5:0];x;R/W;;;;;
0x0234;GPIO_FUNC65_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG65_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC65_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC65_IN_SEL;[5:0];x;R/W;;;;;
0x0238;GPIO_FUNC66_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG66_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC66_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC66_IN_SEL;[5:0];x;R/W;;;;;
0x023c;GPIO_FUNC67_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG67_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC67_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC67_IN_SEL;[5:0];x;R/W;;;;;
0x0240;GPIO_FUNC68_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG68_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC68_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC68_IN_SEL;[5:0];x;R/W;;;;;
0x0244;GPIO_FUNC69_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG69_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC69_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC69_IN_SEL;[5:0];x;R/W;;;;;
0x0248;GPIO_FUNC70_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG70_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC70_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC70_IN_SEL;[5:0];x;R/W;;;;;
0x024c;GPIO_FUNC71_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG71_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC71_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC71_IN_SEL;[5:0];x;R/W;;;;;
0x0250;GPIO_FUNC72_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG72_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC72_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC72_IN_SEL;[5:0];x;R/W;;;;;
0x0254;GPIO_FUNC73_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG73_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC73_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC73_IN_SEL;[5:0];x;R/W;;;;;
0x0258;GPIO_FUNC74_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG74_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC74_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC74_IN_SEL;[5:0];x;R/W;;;;;
0x025c;GPIO_FUNC75_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG75_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC75_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC75_IN_SEL;[5:0];x;R/W;;;;;
0x0260;GPIO_FUNC76_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG76_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC76_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC76_IN_SEL;[5:0];x;R/W;;;;;
0x0264;GPIO_FUNC77_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG77_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC77_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC77_IN_SEL;[5:0];x;R/W;;;;;
0x0268;GPIO_FUNC78_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG78_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC78_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC78_IN_SEL;[5:0];x;R/W;;;;;
0x026c;GPIO_FUNC79_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG79_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC79_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC79_IN_SEL;[5:0];x;R/W;;;;;
0x0270;GPIO_FUNC80_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG80_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC80_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC80_IN_SEL;[5:0];x;R/W;;;;;
0x0274;GPIO_FUNC81_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG81_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC81_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC81_IN_SEL;[5:0];x;R/W;;;;;
0x0278;GPIO_FUNC82_IN_SEL_CFG;CLK;RESET;;;;[31:8];;;;;;;
;;;;;;GPIO_SIG82_IN_SEL;[7];x;R/W;;;;;
;;;;;;GPIO_FUNC82_IN_INV_SEL;[6];x;R/W;;;;;
;;;;;;GPIO_FUNC82_IN_SEL;[5:0];x;R/W;;;;;
