adc_data,i_data,q_data
0x5150fff0,1301,4095,
0x56f0fff0,1391,4095,
0x56f0fff0,1391,4095,
0x3db0fff0,987,4095,
0x3db0fff0,987,4095,
0xbb0fff0,187,4095,
0xbb0fff0,187,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x5490fff0,1353,4095,
0x5490fff0,1353,4095,
0x4040fff0,1028,4095,
0x4040fff0,1028,4095,
0x11b0fff0,283,4095,
0x11b0fff0,283,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x1470fff0,327,4095,
0x3e60fff0,998,4095,
0x3e60fff0,998,4095,
0x490fff0,73,4095,
0x490fff0,73,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x70fff0,7,4095,
0x70fff0,7,4095,
0x2870fff0,647,4095,
0x2870fff0,647,4095,
0x47b0fff0,1147,4095,
0x47b0fff0,1147,4095,
0x4ea0fff0,1258,4095,
0x4ea0fff0,1258,4095,
0x3820fff0,898,4095,
0x3820fff0,898,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x4490fff0,1097,4095,
0x57c0fff0,1404,4095,
0x57c0fff0,1404,4095,
0x4ca0fff0,1226,4095,
0x4ca0fff0,1226,4095,
0x23b0fff0,571,4095,
0x23b0fff0,571,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x10fff0,1,4095,
0x10fff0,1,4095,
0x3a70fff0,935,4095,
0x3a70fff0,935,4095,
0x5b0fff0,91,4095,
0x5b0fff0,91,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x1f50fff0,501,4095,
0x1f50fff0,501,4095,
0x4120fff0,1042,4095,
0x4120fff0,1042,4095,
0x4cd0fff0,1229,4095,
0x4cd0fff0,1229,4095,
0x3a70fff0,935,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x1b70fff0,439,4095,
0x1b70fff0,439,4095,
0x43f0fff0,1087,4095,
0x43f0fff0,1087,4095,
0x5a00fff0,1440,4095,
0x5a00fff0,1440,4095,
0x51b0fff0,1307,4095,
0x51b0fff0,1307,4095,
0x2b70fff0,695,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x5200fff0,1312,4095,
0x5200fff0,1312,4095,
0x3730fff0,883,4095,
0x3730fff0,883,4095,
0x470fff0,71,4095,
0x470fff0,71,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x1670fff0,359,4095,
0x1670fff0,359,4095,
0x39b0fff0,923,4095,
0x39b0fff0,923,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x9c0fff0,156,4095,
0x9c0fff0,156,4095,
0x33e0fff0,830,4095,
0x33e0fff0,830,4095,
0x5020fff0,1282,4095,
0x5020fff0,1282,4095,
0x5030fff0,1283,4095,
0x5030fff0,1283,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x3650fff0,869,4095,
0x3650fff0,869,4095,
0x43f0fff0,1087,4095,
0x43f0fff0,1087,4095,
0x34a0fff0,842,4095,
0x34a0fff0,842,4095,
0xaf0fff0,175,4095,
0xaf0fff0,175,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x1470fff0,327,4095,
0x1470fff0,327,4095,
0x3c30fff0,963,4095,
0x2570fff0,599,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x6b0fff0,107,4095,
0x6b0fff0,107,4095,
0x32c0fff0,812,4095,
0x32c0fff0,812,4095,
0x5470fff0,1351,4095,
0x14f0fff0,335,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x2fd0fff0,765,4095,
0x2fd0fff0,765,4095,
0x5720fff0,1394,4095,
0x5720fff0,1394,4095,
0x66b0fff0,1643,4095,
0x66b0fff0,1643,4095,
0x5630fff0,1379,4095,
0x5630fff0,1379,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0x5df0fff0,1503,4095,
0x5df0fff0,1503,4095,
0x3760fff0,886,4095,
0x3760fff0,886,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xfff0,0,4095,
0xb10fff0,177,4095,
0xb10fff0,177,4095,
0x3860fff0,902,4095,
