adc_data,i_data,q_data
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x377487ff,1908,2047,
0x343587ff,1077,2047,
0x31e387ff,483,2047,
0x30c987ff,201,2047,
0x30d687ff,214,2047,
0x31ea87ff,490,2047,
0x33cc87ff,972,2047,
0x364487ff,1604,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x372687ff,1830,2047,
0x33e087ff,992,2047,
0x318987ff,393,2047,
0x307e87ff,126,2047,
0x30b287ff,178,2047,
0x31f887ff,504,2047,
0x341487ff,1044,2047,
0x36bf87ff,1727,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x353287ff,1330,2047,
0x328987ff,649,2047,
0x310987ff,265,2047,
0x30bf87ff,191,2047,
0x317587ff,373,2047,
0x330487ff,772,2047,
0x353087ff,1328,2047,
0x37b187ff,1969,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x353887ff,1336,2047,
0x329a87ff,666,2047,
0x312887ff,296,2047,
0x30df87ff,223,2047,
0x31ac87ff,428,2047,
0x335d87ff,861,2047,
0x35a487ff,1444,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x374987ff,1865,2047,
0x33e587ff,997,2047,
0x317c87ff,380,2047,
0x307087ff,112,2047,
0x30a687ff,166,2047,
0x31ee87ff,494,2047,
0x340087ff,1024,2047,
0x369487ff,1684,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x363687ff,1590,2047,
0x333a87ff,826,2047,
0x314f87ff,335,2047,
0x309b87ff,155,2047,
0x327c87ff,636,2047,
0x34a887ff,1192,2047,
0x374487ff,1860,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x37ff87ff,2047,2047,
0x350887ff,1288,2047,
0x323d87ff,573,2047,
0x30ad87ff,173,2047,
0x306387ff,99,2047,
0x313287ff,306,2047,
0x32e187ff,737,2047,
