#sample iq, sample i, sample q, rx_gain, rx_err, agc_st, adc_data, lna_sat, vga_sat,1
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541154,-496,482,0,0,0,0x841e2,0,0,0
541135,-496,463,0,0,0,0x841cf,0,0,0
541126,-496,454,0,0,0,0x841c6,0,0,0
541132,-496,460,0,0,0,0x841cc,0,0,0
541129,-496,457,0,0,0,0x841c9,0,0,0
540080,-497,432,0,0,0,0x83db0,0,0,0
540055,-497,407,0,0,0,0x83d97,0,0,0
539020,-498,396,0,0,0,0x8398c,0,0,0
539020,-498,396,0,0,0,0x8398c,0,0,0
539013,-498,389,0,0,0,0x83985,0,0,0
538990,-498,366,0,0,0,0x8396e,0,0,0
537941,-499,341,0,0,0,0x83555,0,0,0
537938,-499,338,0,0,0,0x83552,0,0,0
537949,-499,349,0,0,0,0x8355d,0,0,0
537951,-499,351,0,0,0,0x8355f,0,0,0
537926,-499,326,0,0,0,0x83546,0,0,0
535832,-501,280,0,0,0,0x82d18,0,0,0
535804,-501,252,0,0,0,0x82cfc,0,0,0
535800,-501,248,0,0,0,0x82cf8,0,0,0
535812,-501,260,0,0,0,0x82d04,0,0,0
535800,-501,248,0,0,0,0x82cf8,0,0,0
534739,-502,211,0,0,0,0x828d3,0,0,0
533675,-503,171,0,0,0,0x824ab,0,0,0
532639,-504,159,0,0,0,0x8209f,0,0,0
533670,-503,166,0,0,0,0x824a6,0,0,0
532641,-504,161,0,0,0,0x820a1,0,0,0
532613,-504,133,0,0,0,0x82085,0,0,0
531557,-505,101,0,0,0,0x81c65,0,0,0
531546,-505,90,0,0,0,0x81c5a,0,0,0
531554,-505,98,0,0,0,0x81c62,0,0,0
531556,-505,100,0,0,0,0x81c64,0,0,0
530502,-506,70,0,0,0,0x81846,0,0,0
529435,-507,27,0,0,0,0x8141b,0,0,0
529408,-507,0,0,0,0,0x81400,0,0,0
529415,-507,7,0,0,0,0x81407,0,0,0
529430,-507,22,0,0,0,0x81416,0,0,0
529417,-507,9,0,0,0,0x81409,0,0,0
529376,-508,-32,0,0,0,0x813e0,0,0,0
528315,-509,-69,0,0,0,0x80fbb,0,0,0
528312,-509,-72,0,0,0,0x80fb8,0,0,0
528328,-509,-56,0,0,0,0x80fc8,0,0,0
528330,-509,-54,0,0,0,0x80fca,0,0,0
528305,-509,-79,0,0,0,0x80fb1,0,0,0
527243,-510,-117,0,0,0,0x80b8b,0,0,0
526203,-511,-133,0,0,0,0x8077b,0,0,0
526211,-511,-125,0,0,0,0x80783,0,0,0
527243,-510,-117,0,0,0,0x80b8b,0,0,0
526198,-511,-138,0,0,0,0x80776,0,0,0
525137,-512,-175,0,0,0,0x80351,0,0,0
525114,-512,-198,0,0,0,0x8033a,0,0,0
525121,-512,-191,0,0,0,0x80341,0,0,0
525132,-512,-180,0,0,0,0x8034c,0,0,0
525122,-512,-190,0,0,0,0x80342,0,0,0
525084,-512,-228,0,0,0,0x8031c,0,0,0
525051,-512,-261,0,0,0,0x802fb,0,0,0
525045,-512,-267,0,0,0,0x802f5,0,0,0
525055,-512,-257,0,0,0,0x802ff,0,0,0
525048,-512,-264,0,0,0,0x802f8,0,0,0
525015,-512,-297,0,0,0,0x802d7,0,0,0
524982,-512,-330,0,0,0,0x802b6,0,0,0
524974,-512,-338,0,0,0,0x802ae,0,0,0
524990,-512,-322,0,0,0,0x802be,0,0,0
524995,-512,-317,0,0,0,0x802c3,0,0,0
524970,-512,-342,0,0,0,0x802aa,0,0,0
524932,-512,-380,0,0,0,0x80284,0,0,0
524913,-512,-399,0,0,0,0x80271,0,0,0
524927,-512,-385,0,0,0,0x8027f,0,0,0
524949,-512,-363,0,0,0,0x80295,0,0,0
524935,-512,-377,0,0,0,0x80287,0,0,0
524889,-512,-423,0,0,0,0x80259,0,0,0
524848,-512,-464,0,0,0,0x80230,0,0,0
524840,-512,-472,0,0,0,0x80228,0,0,0
524854,-512,-458,0,0,0,0x80236,0,0,0
524853,-512,-459,0,0,0,0x80235,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524830,-512,-482,0,0,0,0x8021e,0,0,0
524909,-512,-403,0,0,0,0x8026d,0,0,0
524985,-512,-327,0,0,0,0x802b9,0,0,0
524975,-512,-337,0,0,0,0x802af,0,0,0
524851,-512,-461,0,0,0,0x80233,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524828,-512,-484,0,0,0,0x8021c,0,0,0
524980,-512,-332,0,0,0,0x802b4,0,0,0
657253,-383,-155,0,0,0,0xa0765,0,0,0
98192,95,-112,0,0,0,0x17f90,0,0,0
437055,426,-193,0,0,0,0x6ab3f,0,0,0
485054,473,-322,0,0,0,0x766be,0,0,0
255597,249,-403,0,0,0,0x3e66d,0,0,0
1001073,-47,-399,0,0,0,0xf4671,0,0,0
815793,-228,-335,0,0,0,0xc72b1,0,0,0
835322,-209,-262,0,0,0,0xcbefa,0,0,0
1001241,-47,-231,0,0,0,0xf4719,0,0,0
120585,117,-247,0,0,0,0x1d709,0,0,0
189150,184,-290,0,0,0,0x2e2de,0,0,0
136896,133,-320,0,0,0,0x216c0,0,0,0
34491,33,-325,0,0,0,0x86bb,0,0,0
1008335,-40,-305,0,0,0,0xf62cf,0,0,0
1007335,-41,-281,0,0,0,0xf5ee7,0,0,0
17137,16,-271,0,0,0,0x42f1,0,0,0
77547,75,-277,0,0,0,0x12eeb,0,0,0
102108,99,-292,0,0,0,0x18edc,0,0,0
84687,82,-305,0,0,0,0x14acf,0,0,0
41679,40,-305,0,0,0,0xa2cf,0,0,0
15063,14,-297,0,0,0,0x3ad7,0,0,0
15073,14,-287,0,0,0,0x3ae1,0,0,0
36582,35,-282,0,0,0,0x8ee6,0,0,0
63204,61,-284,0,0,0,0xf6e4,0,0,0
73438,71,-290,0,0,0,0x11ede,0,0,0
65241,63,-295,0,0,0,0xfed9,0,0,0
50905,49,-295,0,0,0,0xc6d9,0,0,0
38620,37,-292,0,0,0,0x96dc,0,0,0
38623,37,-289,0,0,0,0x96df,0,0,0
46817,45,-287,0,0,0,0xb6e1,0,0,0
56035,54,-285,0,0,0,0xdae3,0,0,0
63198,61,-290,0,0,0,0xf6de,0,0,0
59102,57,-290,0,0,0,0xe6de,0,0,0
53980,52,-292,0,0,0,0xd2dc,0,0,0
48862,47,-290,0,0,0,0xbede,0,0,0
50910,49,-290,0,0,0,0xc6de,0,0,0
52959,51,-289,0,0,0,0xcedf,0,0,0
58079,56,-289,0,0,0,0xe2df,0,0,0
59103,57,-289,0,0,0,0xe6df,0,0,0
58078,56,-290,0,0,0,0xe2de,0,0,0
58079,56,-289,0,0,0,0xe2df,0,0,0
56030,54,-290,0,0,0,0xdade,0,0,0
58078,56,-290,0,0,0,0xe2de,0,0,0
59102,57,-290,0,0,0,0xe6de,0,0,0
61150,59,-290,0,0,0,0xeede,0,0,0
61150,59,-290,0,0,0,0xeede,0,0,0
61151,59,-289,0,0,0,0xeedf,0,0,0
61151,59,-289,0,0,0,0xeedf,0,0,0
61153,59,-287,0,0,0,0xeee1,0,0,0
63201,61,-287,0,0,0,0xf6e1,0,0,0
65247,63,-289,0,0,0,0xfedf,0,0,0
65249,63,-287,0,0,0,0xfee1,0,0,0
